FileType, Version, Date, Time, ChartField, TimeSource, Recorder, Scale, Units, ChartSubType, BaseScaling,,,,,,,,,
LDP,1, 06/23/2020, 09:13:21, Record, Internal,5, Kilo, Primary, Unknown, Primary,,,,,,,,,
RecNum, Date, Time, Phase, Status,,,,,,,,,,,,,,,
-1,1,2,-1,3,,,,,,,,,,,,,,,
HRM25_IB," ""HRM3_IB"""," ""HRM27_IB"""," ""HRM5_IB"""," ""HRM7_IB"""," ""HRM9_IB"""," ""HRM11_IB"""," ""HRM13_IB"""," ""HRM15_IB"""," ""HRM17_IB"""," ""HRM19_IB"""," ""HRM21_IB"""," ""HRM23_IB"""," ""HRM29_IB"""," ""HRM31_IB"""," ""HRM33_IB""",,,,
4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,,,,
DeviceID, FID, TID, Form, CTR, CTRN, PTR, LDAR,,,,,,,,,,,,
EPSOL-KITAGAWA," ""SEL-735-R203-V0-Z101100-D20190828"""," ""SUBSTATION""",9,4000,4000,1000,60,,,,,,,,,,,,
ChannelName, ChannelFunction, ChannelUnits, ChannelRule, ChannelMult, ChannelRollover, ChannelScale,,,,,,,,,,,,,
13531, 06/12/2020, 02:13:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13530, 06/12/2020, 02:14:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13529, 06/12/2020, 02:15:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13528, 06/12/2020, 02:16:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13527, 06/12/2020, 02:17:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13526, 06/12/2020, 02:18:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13525, 06/12/2020, 02:19:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13524, 06/12/2020, 02:20:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13523, 06/12/2020, 02:21:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13522, 06/12/2020, 02:22:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13521, 06/12/2020, 02:23:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13520, 06/12/2020, 02:24:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13519, 06/12/2020, 02:25:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13518, 06/12/2020, 02:26:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13517, 06/12/2020, 02:27:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13516, 06/12/2020, 02:28:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13515, 06/12/2020, 02:29:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13514, 06/12/2020, 02:30:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13513, 06/12/2020, 02:31:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13512, 06/12/2020, 02:32:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13511, 06/12/2020, 02:33:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13510, 06/12/2020, 02:34:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13509, 06/12/2020, 02:35:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13508, 06/12/2020, 02:36:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13507, 06/12/2020, 02:37:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13506, 06/12/2020, 02:38:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13505, 06/12/2020, 02:39:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13504, 06/12/2020, 02:40:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13503, 06/12/2020, 02:41:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13502, 06/12/2020, 02:42:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13501, 06/12/2020, 02:43:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13500, 06/12/2020, 02:44:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13499, 06/12/2020, 02:45:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13498, 06/12/2020, 02:46:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13497, 06/12/2020, 02:47:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13496, 06/12/2020, 02:48:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13495, 06/12/2020, 02:49:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13494, 06/12/2020, 02:50:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13493, 06/12/2020, 02:51:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13492, 06/12/2020, 02:52:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13491, 06/12/2020, 02:53:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13490, 06/12/2020, 02:54:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13489, 06/12/2020, 02:55:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13488, 06/12/2020, 02:56:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13487, 06/12/2020, 02:57:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13486, 06/12/2020, 02:58:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13485, 06/12/2020, 02:59:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13484, 06/12/2020, 03:00:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13483, 06/12/2020, 03:01:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13482, 06/12/2020, 03:02:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13481, 06/12/2020, 03:03:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13480, 06/12/2020, 03:04:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13479, 06/12/2020, 03:05:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13478, 06/12/2020, 03:06:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13477, 06/12/2020, 03:07:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13476, 06/12/2020, 03:08:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13475, 06/12/2020, 03:09:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13474, 06/12/2020, 03:10:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13473, 06/12/2020, 03:11:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13472, 06/12/2020, 03:12:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13471, 06/12/2020, 03:13:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13470, 06/12/2020, 03:14:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13469, 06/12/2020, 03:15:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13468, 06/12/2020, 03:16:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13467, 06/12/2020, 03:17:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13466, 06/12/2020, 03:18:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13465, 06/12/2020, 03:19:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13464, 06/12/2020, 03:20:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13463, 06/12/2020, 03:21:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13462, 06/12/2020, 03:22:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13461, 06/12/2020, 03:23:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13460, 06/12/2020, 03:24:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13459, 06/12/2020, 03:25:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13458, 06/12/2020, 03:26:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13457, 06/12/2020, 03:27:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13456, 06/12/2020, 03:28:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13455, 06/12/2020, 03:29:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13454, 06/12/2020, 03:30:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13453, 06/12/2020, 03:31:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13452, 06/12/2020, 03:32:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13451, 06/12/2020, 03:33:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13450, 06/12/2020, 03:34:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13449, 06/12/2020, 03:35:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13448, 06/12/2020, 03:36:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13447, 06/12/2020, 03:37:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13446, 06/12/2020, 03:38:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13445, 06/12/2020, 03:39:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13444, 06/12/2020, 03:40:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13443, 06/12/2020, 03:41:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13442, 06/12/2020, 03:42:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13441, 06/12/2020, 03:43:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13440, 06/12/2020, 03:44:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13439, 06/12/2020, 03:45:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13438, 06/12/2020, 03:46:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13437, 06/12/2020, 03:47:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13436, 06/12/2020, 03:48:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13435, 06/12/2020, 03:49:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13434, 06/12/2020, 03:50:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13433, 06/12/2020, 03:51:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13432, 06/12/2020, 03:52:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13431, 06/12/2020, 03:53:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13430, 06/12/2020, 03:54:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13429, 06/12/2020, 03:55:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13428, 06/12/2020, 03:56:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13427, 06/12/2020, 03:57:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13426, 06/12/2020, 03:58:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13425, 06/12/2020, 03:59:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13424, 06/12/2020, 04:00:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13423, 06/12/2020, 04:01:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13422, 06/12/2020, 04:02:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13421, 06/12/2020, 04:03:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13420, 06/12/2020, 04:04:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13419, 06/12/2020, 04:05:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13418, 06/12/2020, 04:06:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13417, 06/12/2020, 04:07:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13416, 06/12/2020, 04:08:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13415, 06/12/2020, 04:09:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13414, 06/12/2020, 04:10:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13413, 06/12/2020, 04:11:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13412, 06/12/2020, 04:12:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13411, 06/12/2020, 04:13:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13410, 06/12/2020, 04:14:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13409, 06/12/2020, 04:15:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13408, 06/12/2020, 04:16:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13407, 06/12/2020, 04:17:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13406, 06/12/2020, 04:18:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13405, 06/12/2020, 04:19:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13404, 06/12/2020, 04:20:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13403, 06/12/2020, 04:21:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13402, 06/12/2020, 04:22:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13401, 06/12/2020, 04:23:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13400, 06/12/2020, 04:24:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13399, 06/12/2020, 04:25:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13398, 06/12/2020, 04:26:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13397, 06/12/2020, 04:27:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13396, 06/12/2020, 04:28:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13395, 06/12/2020, 04:29:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13394, 06/12/2020, 04:30:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13393, 06/12/2020, 04:31:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13392, 06/12/2020, 04:32:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13391, 06/12/2020, 04:33:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13390, 06/12/2020, 04:34:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13389, 06/12/2020, 04:35:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13388, 06/12/2020, 04:36:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13387, 06/12/2020, 04:37:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13386, 06/12/2020, 04:38:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13385, 06/12/2020, 04:39:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13384, 06/12/2020, 04:40:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13383, 06/12/2020, 04:41:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13382, 06/12/2020, 04:42:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13381, 06/12/2020, 04:43:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13380, 06/12/2020, 04:44:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13379, 06/12/2020, 04:45:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13378, 06/12/2020, 04:46:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13377, 06/12/2020, 04:47:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13376, 06/12/2020, 04:48:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13375, 06/12/2020, 04:49:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13374, 06/12/2020, 04:50:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13373, 06/12/2020, 04:51:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13372, 06/12/2020, 04:52:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13371, 06/12/2020, 04:53:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13370, 06/12/2020, 04:54:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13369, 06/12/2020, 04:55:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13368, 06/12/2020, 04:56:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13367, 06/12/2020, 04:57:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13366, 06/12/2020, 04:58:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13365, 06/12/2020, 04:59:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13364, 06/12/2020, 05:00:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13363, 06/12/2020, 05:01:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13362, 06/12/2020, 05:02:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13361, 06/12/2020, 05:03:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13360, 06/12/2020, 05:04:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13359, 06/12/2020, 05:05:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13358, 06/12/2020, 05:06:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13357, 06/12/2020, 05:07:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13356, 06/12/2020, 05:08:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13355, 06/12/2020, 05:09:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13354, 06/12/2020, 05:10:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13353, 06/12/2020, 05:11:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13352, 06/12/2020, 05:12:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13351, 06/12/2020, 05:13:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13350, 06/12/2020, 05:14:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13349, 06/12/2020, 05:15:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13348, 06/12/2020, 05:16:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13347, 06/12/2020, 05:17:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13346, 06/12/2020, 05:18:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13345, 06/12/2020, 05:19:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13344, 06/12/2020, 05:20:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13343, 06/12/2020, 05:21:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13342, 06/12/2020, 05:22:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13341, 06/12/2020, 05:23:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13340, 06/12/2020, 05:24:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13339, 06/12/2020, 05:25:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13338, 06/12/2020, 05:26:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13337, 06/12/2020, 05:27:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13336, 06/12/2020, 05:28:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13335, 06/12/2020, 05:29:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13334, 06/12/2020, 05:30:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13333, 06/12/2020, 05:31:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13332, 06/12/2020, 05:32:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13331, 06/12/2020, 05:33:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13330, 06/12/2020, 05:34:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13329, 06/12/2020, 05:35:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13328, 06/12/2020, 05:36:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13327, 06/12/2020, 05:37:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13326, 06/12/2020, 05:38:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13325, 06/12/2020, 05:39:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13324, 06/12/2020, 05:40:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13323, 06/12/2020, 05:41:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13322, 06/12/2020, 05:42:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13321, 06/12/2020, 05:43:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13320, 06/12/2020, 05:44:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13319, 06/12/2020, 05:45:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13318, 06/12/2020, 05:46:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13317, 06/12/2020, 05:47:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13316, 06/12/2020, 05:48:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13315, 06/12/2020, 05:49:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13314, 06/12/2020, 05:50:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13313, 06/12/2020, 05:51:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13312, 06/12/2020, 05:52:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13311, 06/12/2020, 05:53:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13310, 06/12/2020, 05:54:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13309, 06/12/2020, 05:55:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13308, 06/12/2020, 05:56:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13307, 06/12/2020, 05:57:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13306, 06/12/2020, 05:58:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13305, 06/12/2020, 05:59:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13304, 06/12/2020, 06:00:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13303, 06/12/2020, 06:01:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13302, 06/12/2020, 06:02:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13301, 06/12/2020, 06:03:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13300, 06/12/2020, 06:04:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13299, 06/12/2020, 06:05:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13298, 06/12/2020, 06:06:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13297, 06/12/2020, 06:07:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13296, 06/12/2020, 06:08:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13295, 06/12/2020, 06:09:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13294, 06/12/2020, 06:10:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13293, 06/12/2020, 06:11:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13292, 06/12/2020, 06:12:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13291, 06/12/2020, 06:13:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13290, 06/12/2020, 06:14:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13289, 06/12/2020, 06:15:00," ""...""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
